UID,Response ID,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,Dallas Sites,"P-C Interactions, ECLS-B_READ",...8,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, HOME...15",...16,"P-C Interactions, HOME...17",...18,ECLSB_ALL,Parental Stress_PSOC #1,...21,Parental Stress_PSOC #2,R...23,Parental Stress_PSOC #3,R...25,Parental Stress_PSOC #5,R...27,Parental Stress_PSOC #8,R...29,Parental Stress_PSOC #10,...31,Parental Stress_PSOC #13,...33,Parental Stress_PSOC #15,...35,Parental Stress_PSOC #16,...37,Parental Stress_PSOC #17,...39,psoc_all,"P-C Interactions, FIQ SBI1",...42,"P-C Interactions, FIQ SBI2",...44,"P-C Interactions, FIQ SBI3",...46,"P-C Interactions, FIQ SBI4",...48,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...51,"P-C Interactions, FIQ HBI2",...53,"P-C Interactions, FIQ HBI3",...55,"P-C Interactions, FIQ HBI4",...57,"P-C Interactions, FIQ HBI5",...59,"P-C Interactions, FIQ HBI6",...61,"P-C Interactions, FIQ HBI8",...63,"P-C Interactions, FIQ HBI9",...65,"P-C Interactions, FIQ HBI10",...67,"P-C Interactions, FIQ HBI11",...69,"P-C Interactions, FIQ HBI12",...71,"P-C Interactions, FIQ HBI13",...73,fiqhb_all,"P-C Interactions, FIQ HSC3",...76,"P-C Interactions, FIQ HSC4",...78,"P-C Interactions, FIQ HSC5",...80,"P-C Interactions, FIQ HSC6",...82,"P-C Interactions, FIQ HSC7",...84,FIQHSC_ALL,Efficacy FES1,...87,Efficacy FES3,...89,Efficacy FES4,...91,Efficacy FES6,...93,FESFAM_ALL,Efficacy FES7,...96,Efficacy FES9,...98,Efficacy FES10,...100,Efficacy FES11,...102,Efficacy FES14,...104,FESADV_ALL,Belonging SCS1,R...107,Belonging SCS2,R...109,Belonging SCS3,R...111,Belonging SCS4,R...113,Belonging SCS5,R...115,Belonging SCS6,R...117,Belonging SCS7,...119,Belonging SCS10,...121,Belonging SCS11,...123,SCS_ALL,Kinder Readiness SPEAK1,FIVE...126,Kinder Readiness SPEAK2,FIVE...128,Kinder Readiness SPEAK3,FIVE...130,Kinder Readiness SPEAK4,...132,Kinder Readiness SPEAK5,...134,Kinder Readiness SPEAK6 - REVERSE,R...136,Kinder Readiness SPEAK7 - REVERSE,R...138,Kinder Readiness SPEAK9,...140,Kinder Readiness SPEAK10,...142,Kinder Readiness SPEAK11,...144,Kinder Readiness SPEAK12,...146,Kinder Readiness SPEAK13,...148,Kinder Readiness SPEAK13 - REVERSE,...150,Kinder Readiness SPEAK14,...152,Kinder Readiness SPEAK15,...154,SPEAK_ALL
A1211,627,Complete,1985,Dallas,Hooe,Not at all,1,Not at all,1,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,7,Agree,5,Disagree,5,Disagree,5,Disagree,5,Agree,2,Agree,5,Agree,5,Strongly Agree,6,Strongly Disagree,1,Agree,5,44,Sometimes,2,Rarely,1,Often,3,Rarely,1,7,Often,3,Often,3,Sometimes,2,Rarely,1,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Rarely,1,N/A,0,24,Sometimes,2,Sometimes,2,Often,3,Rarely,1,Often,3,11,Often,4,Sometimes,3,Often,4,Often,4,15,Sometimes,3,Sometimes,3,Sometimes,3,Often,4,Sometimes,3,16,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Disagree,1,Disagree,1,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,40
A9137,705,Complete,1986,Dallas,Blanton,1 to 2 times  a week,2,Every day,4,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Strongly Disagree,6,Disagree,5,Somewhat Disagree,4,Agree,2,Agree,5,Agree,5,Agree,5,Disagree,2,Agree,5,44,Always,4,Sometimes,2,Sometimes,2,Often,3,11,Always,4,Often,3,Often,3,Often,3,Always,4,Often,3,Always,4,Always,4,Always,4,Always,4,Always,4,Sometimes,2,42,Always,4,Always,4,Often,3,Always,4,Always,4,19,Often,4,Always,5,Sometimes,3,Always,5,17,Often,4,Sometimes,3,Sometimes,3,Often,4,Sometimes,3,17,Slightly Agree,3,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,1,Disagree,5,Disagree,5,Strongly Agree,6,Slightly Agree,4,Slightly Disagree,3,39,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Agree,0,Neutral,2,Agree,3,Agree,3,Strongly Agree,0,Disagree,3,Disagree,3,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,0,Strongly Agree,0,36
NA,748,Partial,1998,Dallas,Anson Jones,Not at all,1,Not at all,1,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,9,Agree,5,Strongly Disagree,6,Agree,2,Disagree,5,Agree,2,Agree,5,Strongly Disagree,1,Agree,5,Somewhat Agree,4,Agree,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,749,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5941,587,Complete,1986,Dallas,John R. Good,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,12,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Disagree,5,Agree,2,Agree,5,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Agree,5,40,Sometimes,2,Always,4,Often,3,Often,3,12,Often,3,Often,3,Always,4,Always,4,Always,4,Always,4,Often,3,Always,4,Rarely,1,Always,4,Always,4,Often,3,41,Sometimes,2,Always,4,Often,3,Often,3,Always,4,16,Always,5,Often,4,Often,4,Often,4,17,Sometimes,3,Always,5,Often,4,Often,4,Often,4,20,Disagree,5,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Agree,5,Strongly Agree,6,51,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,56
NA,751,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A8853,687,Complete,1969,Dallas,Silberstein,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,12,Strongly Agree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Somewhat Agree,3,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,52,Always,4,Often,3,Often,3,Sometimes,2,12,Often,3,Often,3,Always,4,Often,3,Often,3,Sometimes,2,Often,3,Always,4,Often,3,Always,4,Always,4,Always,4,40,Always,4,Always,4,Often,3,Always,4,Always,4,19,Always,5,Often,4,Always,5,Often,4,18,Sometimes,3,Often,4,Often,4,Always,5,Always,5,21,Strongly Disagree,6,Slightly Disagree,4,Disagree,5,Slightly Disagree,4,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Agree,5,48,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Strongly Disagree,4,Strongly Disagree,4,Agree,3,Strongly Agree,4,Strongly Agree,0,Neutral,2,Neutral,2,Agree,1,Strongly Disagree,4,Disagree,3,Disagree,3,Strongly Agree,0,40
A3526,345,Complete,1988,Dallas,Stevens Park,1 to 2 times  a week,2,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,12,Agree,5,Somewhat Disagree,4,Somewhat Agree,3,Disagree,5,Agree,2,Somewhat Agree,4,Agree,5,Strongly Agree,6,Disagree,2,Agree,5,41,Sometimes,2,Often,3,Often,3,Often,3,11,Often,3,Sometimes,2,Often,3,Often,3,Often,3,Sometimes,2,Often,3,Always,4,Often,3,Often,3,Often,3,Sometimes,2,34,Sometimes,2,Sometimes,2,Often,3,Often,3,Often,3,13,Often,4,Often,4,Often,4,Often,4,16,Seldom,2,Often,4,Seldom,2,Sometimes,3,Sometimes,3,14,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Neutral,2,Strongly Disagree,4,Agree,3,Strongly Disagree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Disagree,3,Strongly Disagree,4,Disagree,3,Strongly Agree,0,49
A8685,49,Complete,1988,Dallas,Pleasant Grove,1 to 2 times  a week,2,3 to 6 times a week,3,Every day,4,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,13,Somewhat Disagree,3,Somewhat Agree,3,Agree,2,Somewhat Disagree,4,Strongly Agree,1,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Strongly Agree,6,35,Always,4,Often,3,Sometimes,2,Often,3,12,Often,3,Often,3,Always,4,Always,4,Often,3,Always,4,Often,3,Often,3,Rarely,1,Always,4,Often,3,Rarely,1,36,Often,3,Often,3,Sometimes,2,Often,3,Always,4,15,Often,4,Often,4,Always,5,Sometimes,3,16,Sometimes,3,Often,4,Sometimes,3,Often,4,Sometimes,3,17,Disagree,5,Slightly Agree,3,Strongly Disagree,6,Slightly Agree,3,Disagree,5,Slightly Agree,3,Strongly Agree,6,Agree,5,Agree,5,41,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Neutral,2,Agree,1,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,52
A6477,800,Complete,1990,Dallas,North Dallas 1,3 to 6 times a week,3,1 to 2 times a week,2,1 to 2 times a week,2,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,12,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Somewhat Disagree,4,Agree,2,Agree,5,Disagree,2,Disagree,2,Disagree,2,Agree,5,32,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,8,Sometimes,2,Always,4,Often,3,Often,3,Sometimes,2,Often,3,Sometimes,2,Often,3,Sometimes,2,Always,4,Often,3,Sometimes,2,33,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,10,Sometimes,3,Sometimes,3,Often,4,Sometimes,3,13,Sometimes,3,Often,4,Sometimes,3,Often,4,Sometimes,3,17,Disagree,5,Slightly Agree,3,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Slightly Agree,4,42,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Strongly Disagree,4,Agree,3,Agree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,48
A2487,691,Complete,1988,Dallas,West Dallas 1,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,13,Agree,5,Disagree,5,Disagree,5,Somewhat Disagree,4,Agree,2,Agree,5,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Agree,5,44,N/A,0,Sometimes,2,Often,3,Often,3,8,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Often,3,Often,3,Sometimes,2,Often,3,Often,3,Often,3,30,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,7,Always,5,Always,5,Often,4,Often,4,18,Sometimes,3,Seldom,2,Seldom,2,Often,4,Sometimes,3,14,Disagree,5,Slightly Disagree,4,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Slightly Agree,4,43,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Agree,3,Disagree,1,Agree,1,Disagree,3,Disagree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Neutral,2,41
NA,758,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A6985,86,Complete,1985,Dallas,Blanton,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Somewhat Disagree,4,Disagree,5,Disagree,5,Somewhat Agree,3,Agree,5,Agree,5,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,44,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Always,4,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Always,4,Sometimes,2,Always,4,Sometimes,2,N/A,0,28,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Seldom,2,Sometimes,3,Always,5,Sometimes,3,13,Always,5,Seldom,2,Never,1,Sometimes,3,Always,5,16,Slightly Agree,3,Disagree,5,Disagree,5,Strongly Disagree,6,Agree,2,Disagree,5,Strongly Agree,6,Slightly Agree,4,Slightly Agree,4,40,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,Agree,1,Strongly Disagree,4,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Disagree,3,Neutral,2,Agree,1,Agree,1,Agree,1,Neutral,2,33
NA,760,Partial,1979,Dallas,Blanton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A9644,640,Complete,1988,Dallas,Stevens Park,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Strongly Agree,6,39,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Often,3,Rarely,1,Always,4,Sometimes,2,Often,3,Rarely,1,Often,3,Sometimes,2,Always,4,Often,3,Sometimes,2,31,Often,3,Rarely,1,Rarely,1,Rarely,1,Rarely,1,7,Sometimes,3,Sometimes,3,Always,5,Sometimes,3,14,Often,4,Often,4,Always,5,Always,5,Always,5,23,Strongly Agree,1,Strongly Agree,1,Slightly Agree,3,Strongly Agree,1,Strongly Agree,1,Slightly Agree,3,Strongly Agree,6,Slightly Agree,4,Disagree,2,22,"As a toddler, 1 to 3 years",3,"In preschool, 3 to 5 years",2,"As a toddler, 1 to 3 years",3,Strongly Agree,0,Strongly Disagree,4,Disagree,1,Agree,3,Agree,1,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,35
NA,762,Partial,1959,Dallas,John R. Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A8828,129,Complete,1990,Dallas,John R. Good,Every day,4,Every day,4,Every day,4,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,20,Agree,5,Disagree,5,Somewhat Disagree,4,Disagree,5,Agree,2,Agree,5,Agree,5,Somewhat Disagree,3,Strongly Disagree,1,Strongly Agree,6,41,Often,3,Sometimes,2,Often,3,Always,4,12,Often,3,Sometimes,2,Often,3,Often,3,Always,4,Often,3,Sometimes,2,Often,3,Often,3,Often,3,Often,3,Often,3,35,Often,3,Often,3,Often,3,Often,3,Sometimes,2,14,Always,5,Sometimes,3,Always,5,Often,4,17,Often,4,Always,5,Seldom,2,Always,5,Seldom,2,18,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Agree,5,51,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Agree,1,Strongly Agree,0,Agree,3,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Neutral,2,Agree,1,Strongly Agree,0,Neutral,2,Disagree,3,Neutral,2,37
NA,764,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,765,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,766,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,767,Partial,1990,Dallas,Anson Jones,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,10,Strongly Agree,6,Agree,2,Somewhat Disagree,4,Strongly Disagree,6,Strongly Agree,1,Agree,5,Agree,5,Strongly Agree,6,Strongly Disagree,1,Strongly Disagree,1,37,N/A,0,Often,3,Always,4,Often,3,10,Sometimes,2,Sometimes,2,Often,3,Always,4,Often,3,Rarely,1,Sometimes,2,Often,3,Always,4,Always,4,Always,4,Always,4,36,Always,4,Always,4,Sometimes,2,Always,4,Always,4,18,Always,5,Sometimes,3,Often,4,Sometimes,3,15,Seldom,2,Always,5,Sometimes,3,Always,5,Seldom,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A7685,244,Complete,1984,Dallas,Cowart,Not at all,1,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,10,Agree,5,Somewhat Agree,3,Agree,2,Somewhat Disagree,4,Agree,2,Somewhat Disagree,3,Agree,5,Somewhat Disagree,3,Somewhat Agree,4,Agree,5,36,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,N/A,0,22,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,9,Sometimes,3,Seldom,2,Often,4,Sometimes,3,12,Seldom,2,Sometimes,3,Never,1,Often,4,Seldom,2,12,Agree,2,Slightly Agree,3,Strongly Disagree,6,Slightly Agree,3,Slightly Disagree,4,Slightly Agree,3,Slightly Agree,4,Slightly Agree,4,Agree,5,34,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Neutral,2,Disagree,3,Strongly Disagree,4,Disagree,3,Disagree,3,Disagree,3,Neutral,2,47
