UID,Response ID,Time Started,Date Submitted,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,San Antonio Sites,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, ECLS-B...15",...16,"P-C Interactions, HOME...17",...18,"P-C Interactions, HOME...19",...20,ECLSB_ALL,Parental Stress_PSOC #1,...23,Parental Stress_PSOC #2,...25,Parental Stress_PSOC #3,...27,Parental Stress_PSOC #5,...29,Parental Stress_PSOC #8,...31,Parental Stress_PSOC #10,...33,Parental Stress_PSOC #13,...35,Parental Stress_PSOC #15,...37,Parental Stress_PSOC #16,...39,Parental Stress_PSOC #17,...41,PSOC_ALL,"P-C Interactions, FIQ SBI1",...44,"P-C Interactions, FIQ SBI2",...46,"P-C Interactions, FIQ SBI3",...48,"P-C Interactions, FIQ SBI4",...50,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...53,"P-C Interactions, FIQ HBI2",...55,"P-C Interactions, FIQ HBI3",...57,"P-C Interactions, FIQ HBI4",...59,"P-C Interactions, FIQ HBI5",...61,"P-C Interactions, FIQ HBI6",...63,"P-C Interactions, FIQ HBI8",...65,"P-C Interactions, FIQ HBI9",...67,"P-C Interactions, FIQ HBI10",...69,"P-C Interactions, FIQ HBI11",...71,"P-C Interactions, FIQ HBI12",...73,"P-C Interactions, FIQ HBI13",...75,FIQHB_ALL,"P-C Interactions, FIQ HSC3",...78,"P-C Interactions, FIQ HSC4",...80,"P-C Interactions, FIQ HSC5",...82,"P-C Interactions, FIQ HSC6",...84,"P-C Interactions, FIQ HSC7",...86,FIQHSC_ALL,Efficacy FES1,...89,Efficacy FES3,...91,Efficacy FES4,...93,Efficacy FES6,...95,FESFAM_ALL,Efficacy FES7,...98,Efficacy FES9,...100,Efficacy FES10,...102,Efficacy FES11,...104,Efficacy FES14,...106,FESADV_ALL,Belonging SCS1,...109,Belonging SCS2,...111,Belonging SCS3,...113,Belonging SCS4,...115,Belonging SCS5,...117,Belonging SCS6,...119,Belonging SCS7,...121,Belonging SCS10,...123,Belonging SCS11,...125,SCS_ALL,Kinder Readiness SPEAK1,...128,Kinder Readiness SPEAK2,...130,Kinder Readiness SPEAK3,...132,Kinder Readiness SPEAK4,...134,Kinder Readiness SPEAK5,...136,Kinder Readiness SPEAK6 - REVERSE,...138,Kinder Readiness SPEAK7 - REVERSE,...140,Kinder Readiness SPEAK9,...142,Kinder Readiness SPEAK10,...144,Kinder Readiness SPEAK11,...146,Kinder Readiness SPEAK12,...148,Kinder Readiness SPEAK13,...150,Kinder Readiness SPEAK13 - REVERSE,...152,Kinder Readiness SPEAK14,...154,Kinder Readiness SPEAK15,...156,SPEAK_ALL
A7637,19,2020-10-13T12:28:16Z,2020-10-13T12:37:32Z,Complete,1997,San Antonio,Cortez Family Center,Not at all,1,Not at all,1,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,7,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Agree,2,Somewhat Agree,3,Somewhat Disagree,3,Somewhat Agree,4,Somewhat Agree,4,Agree,5,Somewhat Agree,4,35,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Often,3,Sometimes,2,Rarely,1,Sometimes,2,N/A,0,19,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Sometimes,3,Often,4,Sometimes,3,14,Often,4,Never,1,Never,1,Often,4,Often,4,14,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Strongly Agree,1,Disagree,5,Disagree,5,Slightly Agree,4,Slightly Agree,4,Slightly Disagree,3,34,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,0,Strongly Agree,4,Agree,1,Disagree,3,Neutral,2,Agree,1,Strongly Agree,0,Disagree,3,Strongly Disagree,4,Neutral,2,39
A5146,20,2020-10-13T15:22:40Z,2020-10-13T15:31:38Z,Complete,1996,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,17,Strongly Agree,6,Somewhat Disagree,4,Agree,2,Somewhat Disagree,4,Agree,2,Agree,5,Agree,5,Agree,5,Disagree,2,Strongly Agree,6,41,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,4,Always,4,Often,3,Often,3,Always,4,Rarely,1,Rarely,1,Always,4,Sometimes,2,Always,4,Often,3,Rarely,1,34,Often,3,Sometimes,2,Rarely,1,Rarely,1,Often,3,10,Sometimes,3,Often,4,Always,5,Sometimes,3,15,Never,1,Seldom,2,Never,1,Never,1,Seldom,2,7,Slightly Agree,3,Disagree,5,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Disagree,5,Agree,5,Slightly Agree,4,Agree,5,36,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Disagree,3,Strongly Disagree,4,Strongly Agree,4,Disagree,1,Agree,1,Disagree,3,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Strongly Disagree,4,49
A2995,21,2020-10-13T23:16:46Z,2020-10-13T23:28:51Z,Complete,1998,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Every day,4,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,Sometimes,3,14,Agree,5,Disagree,5,Disagree,5,Agree,2,Somewhat Agree,3,Agree,5,Agree,5,Agree,5,Disagree,2,Strongly Agree,6,43,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Often,3,Rarely,1,Sometimes,2,Sometimes,2,Always,4,Sometimes,2,Always,4,Always,4,Often,3,Often,3,32,N/A,0,Sometimes,2,Often,3,Often,3,Always,4,12,Always,5,Always,5,Often,4,Often,4,18,Always,5,Always,5,Often,4,Always,5,Always,5,24,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Strongly Agree,6,46,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Disagree,3,Disagree,3,Disagree,1,Strongly Agree,4,Strongly Agree,0,Disagree,3,Agree,1,Agree,1,Disagree,3,Disagree,3,Disagree,3,Neutral,2,42
A8686,24,2020-10-14T12:11:41Z,2020-10-14T12:52:56Z,Complete,1979,San Antonio,Cortez Family Center,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,19,Strongly Agree,6,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Agree,5,Agree,5,Agree,5,Strongly Disagree,1,Agree,5,50,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Often,3,Sometimes,2,Often,3,Often,3,Often,3,Rarely,1,Sometimes,2,Often,3,Rarely,1,Often,3,N/A,0,27,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Often,4,Often,4,Often,4,16,Often,4,Always,5,Often,4,Never,1,Sometimes,3,17,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Disagree,2,48,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,0,Strongly Agree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,56
A6669,25,2020-10-14T15:43:13Z,2020-10-14T16:31:42Z,Complete,1999,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,16,Agree,5,Disagree,5,Somewhat Agree,3,Disagree,5,Somewhat Disagree,4,Agree,5,Agree,5,Agree,5,Disagree,2,Agree,5,44,N/A,0,Often,3,Often,3,N/A,0,6,Often,3,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Often,3,Often,3,Sometimes,2,Often,3,Often,3,N/A,0,28,N/A,0,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,8,Often,4,Often,4,Often,4,Often,4,16,Often,4,Often,4,Often,4,Often,4,Sometimes,3,19,Agree,2,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Slightly Agree,4,Agree,5,41,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Agree,1,Neutral,2,Agree,3,Neutral,2,Agree,1,Neutral,2,Disagree,3,Disagree,3,Agree,1,Neutral,2,Disagree,3,Neutral,2,40
A1116,26,2020-10-14T18:03:48Z,2020-10-14T18:22:15Z,Complete,1983,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,17,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Strongly Disagree,6,Agree,2,Strongly Agree,6,Agree,5,Agree,5,Somewhat Agree,4,Strongly Agree,6,44,N/A,0,Often,3,Often,3,Rarely,1,7,Sometimes,2,Sometimes,2,Always,4,Often,3,Always,4,Always,4,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Often,3,31,Often,3,Often,3,Often,3,Often,3,Sometimes,2,14,Sometimes,3,Often,4,Often,4,Sometimes,3,14,Often,4,Often,4,Often,4,Often,4,Often,4,20,Slightly Agree,3,Agree,2,Slightly Agree,3,Disagree,5,Disagree,5,Slightly Disagree,4,Agree,5,Slightly Agree,4,Agree,5,36,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Agree,0,Disagree,3,Disagree,1,Agree,3,Neutral,2,Disagree,3,Neutral,2,Neutral,2,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,44
A6246,29,2020-10-15T15:22:40Z,2020-10-15T15:33:00Z,Complete,1990,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,16,Agree,5,Disagree,5,Strongly Disagree,6,Disagree,5,Disagree,5,Agree,5,Strongly Agree,6,Strongly Agree,6,Somewhat Disagree,3,Strongly Agree,6,52,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Often,3,Often,3,Always,4,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Always,4,Often,3,Sometimes,2,Sometimes,2,N/A,0,29,N/A,0,Often,3,Often,3,Often,3,Sometimes,2,11,Often,4,Always,5,Sometimes,3,Always,5,17,Often,4,Always,5,Always,5,Often,4,Often,4,22,Slightly Agree,3,Disagree,5,Disagree,5,Slightly Agree,3,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,41,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Agree,1,Neutral,2,Agree,3,Agree,3,Strongly Agree,0,Disagree,3,Disagree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,39
A3929,30,2020-10-16T14:12:48Z,2020-10-16T14:22:20Z,Complete,1989,San Antonio,Fenley (School Based) Family Center,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,18,Somewhat Agree,4,Somewhat Agree,3,Strongly Disagree,6,Somewhat Disagree,4,Somewhat Agree,3,Strongly Agree,6,Agree,5,Strongly Agree,6,Somewhat Agree,4,Strongly Agree,6,47,Often,3,Always,4,Often,3,Often,3,13,Sometimes,2,Often,3,Often,3,Sometimes,2,Often,3,Often,3,Sometimes,2,Always,4,Sometimes,2,Always,4,Often,3,Often,3,34,Always,4,Often,3,Always,4,Always,4,Always,4,19,Always,5,Often,4,Always,5,Often,4,18,Often,4,Always,5,Always,5,Always,5,Always,5,24,Slightly Agree,3,Strongly Disagree,6,Disagree,5,Disagree,5,Slightly Disagree,4,Disagree,5,Strongly Agree,6,Agree,5,Strongly Agree,6,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Strongly Disagree,4,Agree,3,Strongly Agree,4,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,59
A5766,31,2020-10-16T15:46:28Z,2020-10-16T15:58:10Z,Complete,1994,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,17,Agree,5,Disagree,5,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Agree,5,Agree,5,Agree,5,Somewhat Disagree,3,Agree,5,42,Rarely,1,Rarely,1,Rarely,1,N/A,0,3,Often,3,Often,3,Often,3,Sometimes,2,Often,3,Often,3,Sometimes,2,Always,4,Often,3,Often,3,Often,3,Often,3,35,Often,3,Often,3,Often,3,Sometimes,2,Often,3,14,Often,4,Often,4,Always,5,Always,5,18,Always,5,Often,4,Often,4,Always,5,Often,4,22,Slightly Agree,3,Disagree,5,Slightly Agree,3,Slightly Agree,3,Slightly Disagree,4,Slightly Disagree,4,Agree,5,Agree,5,Agree,5,37,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Agree,1,Disagree,3,Neutral,2,Agree,3,Neutral,2,Neutral,2,Agree,1,Disagree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,42
A8235,32,2020-10-16T15:49:00Z,2020-10-16T16:00:00Z,Complete,1982,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,16,Agree,5,Strongly Disagree,6,Disagree,5,Disagree,5,Agree,2,Agree,5,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,47,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Sometimes,2,Often,3,Always,4,Often,3,Sometimes,2,Often,3,Often,3,Always,4,Always,4,Always,4,Often,3,N/A,0,35,N/A,0,Always,4,Always,4,Often,3,Always,4,15,Always,5,Always,5,Always,5,Always,5,20,Sometimes,3,Always,5,Always,5,Always,5,Always,5,23,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Agree,5,Agree,5,52,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Strongly Disagree,4,Agree,3,Agree,3,Agree,1,Strongly Disagree,4,Strongly Agree,0,Neutral,2,Strongly Disagree,4,Disagree,3,Agree,1,Disagree,3,46
A6837,33,2020-10-16T17:39:02Z,2020-10-16T17:48:35Z,Complete,1996,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,3 to 6 times a week,3,Every day,4,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,Always,5,18,Agree,5,Somewhat Agree,3,Agree,2,Somewhat Agree,3,Strongly Agree,1,Somewhat Disagree,3,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Agree,5,34,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,7,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Often,3,Often,3,Often,3,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Often,3,30,Often,3,Sometimes,2,Often,3,Often,3,Often,3,14,Sometimes,3,Often,4,Always,5,Sometimes,3,15,Often,4,Often,4,Sometimes,3,Sometimes,3,Sometimes,3,17,Disagree,5,Slightly Agree,3,Disagree,5,Disagree,5,Slightly Agree,3,Slightly Disagree,4,Strongly Disagree,1,Slightly Disagree,3,Agree,5,34,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Agree,0,Strongly Disagree,4,Agree,3,Strongly Agree,4,Agree,1,Disagree,3,Neutral,2,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,50
A9531,34,2020-10-16T17:47:26Z,2020-10-17T11:40:41Z,Complete,1991,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,Sometimes,3,16,Somewhat Agree,4,Somewhat Agree,3,Disagree,5,Somewhat Disagree,4,Somewhat Agree,3,Somewhat Disagree,3,Strongly Agree,6,Somewhat Disagree,3,Somewhat Agree,4,Agree,5,40,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Often,3,N/A,0,23,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Sometimes,3,Often,4,Often,4,Sometimes,3,14,Sometimes,3,Often,4,Never,1,Always,5,Sometimes,3,16,Agree,2,Slightly Disagree,4,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,4,Strongly Agree,6,Disagree,2,30,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Disagree,3,Agree,3,Strongly Agree,4,Strongly Agree,0,Disagree,3,Disagree,3,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Neutral,2,46
A1169,35,2020-10-16T19:13:05Z,2020-10-16T19:27:14Z,Complete,1987,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,10,Somewhat Agree,4,Strongly Disagree,6,Strongly Disagree,6,Somewhat Agree,3,Somewhat Disagree,4,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Somewhat Agree,4,Strongly Agree,6,51,N/A,0,Rarely,1,Sometimes,2,N/A,0,3,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Always,4,Always,4,Sometimes,2,Always,4,Often,3,31,Always,4,Always,4,Sometimes,2,Always,4,Often,3,17,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Agree,5,Strongly Agree,6,Strongly Agree,6,51,"As a toddler, 1 to 3 years",3,"In preschool, 3 to 5 years",2,"As a toddler, 1 to 3 years",3,Neutral,2,Disagree,3,Disagree,1,Agree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,Strongly Disagree,4,Disagree,3,Agree,1,38
A4771,36,2020-10-16T20:06:31Z,2020-10-16T20:19:14Z,Complete,1987,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,9,Somewhat Agree,4,Disagree,5,Somewhat Agree,3,Somewhat Disagree,4,Strongly Agree,1,Strongly Agree,6,Agree,5,Strongly Agree,6,Somewhat Agree,4,Strongly Agree,6,44,N/A,0,N/A,0,Sometimes,2,N/A,0,2,Often,3,Often,3,Always,4,Always,4,Always,4,Sometimes,2,Sometimes,2,Always,4,Always,4,Always,4,Sometimes,2,Often,3,39,Rarely,1,Often,3,Often,3,Sometimes,2,Always,4,13,Always,5,Sometimes,3,Always,5,Sometimes,3,16,Sometimes,3,Always,5,Sometimes,3,Often,4,Seldom,2,17,Strongly Disagree,6,Slightly Disagree,4,Disagree,5,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Agree,5,47,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Disagree,1,Agree,3,Disagree,3,Disagree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Neutral,2,Neutral,2,37
A4387,38,2020-10-18T13:00:48Z,2020-10-18T13:08:26Z,Complete,1996,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,11,Strongly Agree,6,Disagree,5,Somewhat Agree,3,Somewhat Agree,3,Agree,2,Agree,5,Agree,5,Somewhat Agree,4,Disagree,2,Strongly Agree,6,41,N/A,0,Always,4,Always,4,Often,3,11,Sometimes,2,Often,3,Often,3,Often,3,Often,3,Sometimes,2,Often,3,Always,4,Often,3,Sometimes,2,Always,4,Sometimes,2,34,Often,3,Always,4,Always,4,Always,4,Always,4,19,Always,5,Often,4,Often,4,Often,4,17,Always,5,Always,5,Often,4,Often,4,Often,4,22,Slightly Agree,3,Slightly Agree,3,Disagree,5,Slightly Disagree,4,Slightly Disagree,4,Slightly Agree,3,Agree,5,Agree,5,Agree,5,37,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Neutral,2,Disagree,3,Strongly Agree,4,Neutral,2,Neutral,2,Disagree,3,Neutral,2,Agree,1,Disagree,3,Disagree,3,Disagree,3,Neutral,2,39
A5499,39,2020-10-19T10:05:26Z,2020-10-19T10:19:01Z,Complete,1990,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,15,Agree,5,Disagree,5,Disagree,5,Disagree,5,Somewhat Disagree,4,Agree,5,Strongly Agree,6,Strongly Agree,6,Disagree,2,Agree,5,48,N/A,0,N/A,0,Sometimes,2,N/A,0,2,Often,3,Often,3,Often,3,Often,3,Always,4,Sometimes,2,Sometimes,2,Always,4,Always,4,Always,4,Always,4,Often,3,39,N/A,0,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,6,Always,5,Often,4,Sometimes,3,Always,5,17,Always,5,Always,5,Always,5,Never,1,Always,5,21,Strongly Disagree,6,Disagree,5,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Strongly Agree,6,50,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Disagree,3,Disagree,1,Disagree,1,Agree,1,Disagree,3,Disagree,3,Agree,1,Disagree,3,Disagree,3,Agree,1,Disagree,3,37
A6259,40,2020-10-19T11:12:47Z,2020-10-19T11:22:27Z,Complete,1991,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,16,Agree,5,Somewhat Disagree,4,Disagree,5,Strongly Disagree,6,Somewhat Agree,3,Agree,5,Agree,5,Agree,5,Disagree,2,Agree,5,45,N/A,0,Rarely,1,N/A,0,Sometimes,2,3,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,N/A,0,22,N/A,0,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,8,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,12,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,15,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Disagree,2,Agree,5,42,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Neutral,2,Disagree,3,Disagree,1,Agree,3,Agree,1,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Disagree,3,Neutral,2,Neutral,2,37
A2882,41,2020-10-19T22:42:05Z,2020-10-19T22:53:12Z,Complete,1990,San Antonio,Fenley (School Based) Family Center,3 to 6 times a week,3,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,Often,4,15,Agree,5,Disagree,5,Disagree,5,Disagree,5,Somewhat Agree,3,Agree,5,Strongly Agree,6,Strongly Agree,6,Disagree,2,Strongly Agree,6,48,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Always,4,Often,3,Sometimes,2,Rarely,1,Often,3,Sometimes,2,Sometimes,2,Rarely,1,Always,4,N/A,0,24,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Often,4,Always,5,Often,4,18,Sometimes,3,Often,4,Never,1,Often,4,Seldom,2,14,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Strongly Agree,0,Neutral,2,Agree,3,Agree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Neutral,2,Agree,1,39
A5114,44,2020-10-21T12:48:22Z,2020-10-21T13:00:24Z,Complete,1997,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,16,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Disagree,5,Somewhat Disagree,4,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Disagree,2,Strongly Agree,6,45,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Rarely,1,Always,4,Always,4,Always,4,Rarely,1,Sometimes,2,Often,3,Sometimes,2,Always,4,Often,3,N/A,0,32,N/A,0,Always,4,Always,4,Always,4,Always,4,16,Always,5,Always,5,Always,5,Often,4,19,Sometimes,3,Often,4,Sometimes,3,Often,4,Sometimes,3,17,Agree,2,Slightly Agree,3,Disagree,5,Disagree,5,Slightly Agree,3,Slightly Agree,3,Slightly Agree,4,Strongly Agree,6,Strongly Agree,6,37,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Strongly Agree,0,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,0,47
